[11:32:19] [Logger] Open
[11:32:19] [SkinManager] Loading from "C:\Program Files (x86)\Visual Productions\CueluxPro10447\skin"
[11:32:19] [SkinManager] 3 glyph pages loaded:
[11:32:19] [SkinManager] Page "skin" loaded 50 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\skin
[11:32:19] [SkinManager] Page "cueluxpro" loaded 1 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\skin\cueluxpro
[11:32:19] [SkinManager] Page "emulationpro" loaded 1 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\skin\emulationpro
[11:32:19] [GlyphManager] Loading from "C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs"
[11:32:19] [GlyphManager] 15 glyph pages loaded:
[11:32:19] [GlyphManager] Page "attribute" loaded 90 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\attribute
[11:32:19] [GlyphManager] Page "class" loaded 20 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\class
[11:32:19] [GlyphManager] Page "device" loaded 78 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\device
[11:32:19] [GlyphManager] Page "display" loaded 55 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\display
[11:32:19] [GlyphManager] Page "gobo" loaded 0 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\gobo
[11:32:19] [GlyphManager] Page "language" loaded 23 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\language
[11:32:19] [GlyphManager] Page "mapping" loaded 14 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\mapping
[11:32:19] [GlyphManager] Page "order" loaded 5 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\order
[11:32:19] [GlyphManager] Page "part" loaded 24 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\part
[11:32:19] [GlyphManager] Page "pattern" loaded 75 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\pattern
[11:32:19] [GlyphManager] Page "prism" loaded 7 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\prism
[11:32:19] [GlyphManager] Page "range" loaded 71 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\range
[11:32:19] [GlyphManager] Page "shape" loaded 13 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\shape
[11:32:19] [GlyphManager] Page "source" loaded 22 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\source
[11:32:19] [GlyphManager] Page "touchscreentype" loaded 17 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\touchscreentype
[11:32:19] [App] Platform: Windows
[11:32:19] [App] Number of logical CPU cores: 4
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "MIDI Monitor (Out)"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "MIDI Monitor (Out)"
[11:32:19] [LanguageManager] "American" does not contain phrase "Memories"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Memories"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Memories"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Memories"
[11:32:19] [LanguageManager] "American" does not contain phrase "Move"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Move"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Move"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Move"
[11:32:19] [LanguageManager] "American" does not contain phrase "Move Fixture"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Move Fixture"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Move Fixture"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Move Fixture"
[11:32:19] [LanguageManager] "American" does not contain phrase "Network"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Network"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Network"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Network"
[11:32:19] [LanguageManager] "American" does not contain phrase "OSC Monitor (In)"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "OSC Monitor (In)"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "OSC Monitor (In)"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "OSC Monitor (In)"
[11:32:19] [LanguageManager] "American" does not contain phrase "OSC Monitor (Out)"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "OSC Monitor (Out)"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "OSC Monitor (Out)"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "OSC Monitor (Out)"
[11:32:19] [LanguageManager] "American" does not contain phrase "OSC Port"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "OSC Port"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "OSC Port"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "OSC Port"
[11:32:19] [LanguageManager] "American" does not contain phrase "On Change"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "On Change"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "On Change"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "On Change"
[11:32:19] [LanguageManager] "American" does not contain phrase "On Down"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "On Down"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "On Down"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "On Down"
[11:32:19] [LanguageManager] "American" does not contain phrase "On Up"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "On Up"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "On Up"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "On Up"
[11:32:19] [LanguageManager] "American" does not contain phrase "Operator"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Operator"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Operator"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Operator"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Output"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Output"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Output IP OSC"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Output IP OSC"
[11:32:19] [LanguageManager] "American" does not contain phrase "Patch"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Patch"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Patch"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Patch"
[11:32:19] [LanguageManager] "American" does not contain phrase "Pattern"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Pattern"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Pattern"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Pattern"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "American" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "English" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Phas"
[11:32:19] [LanguageManager] "American" does not contain phrase "Pick"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Pick"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Pick"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Pick"
[11:32:19] [LanguageManager] "American" does not contain phrase "Playback"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Playback"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Playback"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Playback"
[11:32:19] [LanguageManager] "American" does not contain phrase "Power"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Power"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Power"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Power"
[11:32:19] [LanguageManager] "American" does not contain phrase "Prev"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Prev"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Prev"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Prev"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "RS-232 Monitor (In)"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "RS-232 Monitor (In)"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "RS-232 Monitor (Out)"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "RS-232 Monitor (Out)"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Receiver"
[11:32:19] [LanguageManager] "American" does not contain phrase "Record"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Record"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Record"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Record"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "American" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "English" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Rename Layer"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "American" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "English" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Rename Pattern"
[11:32:19] [LanguageManager] "American" does not contain phrase "Restore"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Restore"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Restore"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Restore"
[11:32:19] [LanguageManager] "American" does not contain phrase "Rotate"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Rotate"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Rotate"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Rotate"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "American" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "English" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Select Feature"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "American" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "English" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Select Task Type"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Serial"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Serial"
[11:32:19] [LanguageManager] "American" does not contain phrase "Set"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Set"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Set"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Set"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "American" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "English" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Set DMX Channel"
[11:32:19] [LanguageManager] "American" does not contain phrase "Set Date & Time"
[11:32:19] [LanguageManager] "Dansk" does not contain phrase "Set Date & Time"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Set Date & Time"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Set Date & Time"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Set Date & Time"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Set Date & Time"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Set Date & Time"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Set Date & Time"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Set Palette"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "American" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "English" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Shapes"
[11:32:19] [LanguageManager] "American" does not contain phrase "Shift"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Shift"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Shift"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Shift"
[11:32:19] [LanguageManager] "American" does not contain phrase "Snap to Previous"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Snap to Previous"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Snap to Previous"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Snap to Previous"
[11:32:19] [LanguageManager] "American" does not contain phrase "Start RTC Calibration"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Start RTC Calibration"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Start RTC Calibration"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Start RTC Calibration"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Status"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Status"
[11:32:19] [LanguageManager] "Čeština" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "American" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "English" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Español" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Français" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Italiano" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Română" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "Subnet"
[11:32:19] [LanguageManager] "American" does not contain phrase "Sunrise"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Sunrise"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Sunrise"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Sunrise"
[11:32:19] [LanguageManager] "American" does not contain phrase "Sunset"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Sunset"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Sunset"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Sunset"
[11:32:19] [LanguageManager] "American" does not contain phrase "Timecode Source"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Timecode Source"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Timecode Source"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Timecode Source"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "American" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "English" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Español" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Français" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Română" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "UDP Monitor (In)"
[11:32:19] [LanguageManager] "Ελληνικά" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "American" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "English" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Español" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Français" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Latviešu" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Nederlands" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Norsk" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Română" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Svenska" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "Türkçe" does not contain phrase "UDP Monitor (Out)"
[11:32:19] [LanguageManager] "American" does not contain phrase "UDP Port"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "UDP Port"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "UDP Port"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "UDP Port"
[11:32:19] [LanguageManager] "American" does not contain phrase "Upgrade"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Upgrade"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Upgrade"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Upgrade"
[11:32:19] [LanguageManager] "American" does not contain phrase "Width"
[11:32:19] [LanguageManager] "Polski" does not contain phrase "Width"
[11:32:19] [LanguageManager] "Slovenčina" does not contain phrase "Width"
[11:32:19] [LanguageManager] "Slovenščina" does not contain phrase "Width"
[11:32:19] [AudioOutManager] Loading audios from "C:\Program Files (x86)\Visual Productions\CueluxPro10447\audio"
[11:32:19] [AudioOutManager] 11 files loaded
[11:32:19] [ColourManager] Copying files from C:\Program Files (x86)\Visual Productions\CueluxPro10447\colours
[11:32:19] [CoreManager] Broadcasting to:
[11:32:19] [CoreManager] - 255.255.255.255
[11:32:19] [CoreManager] - 192.168.186.255
[11:32:19] [CoreManager] - 192.168.2.255
[11:32:19] [FirmwareManager] Loading from "C:\Users\Christiaan Schriel\Documents\Visual Productions\Common"
[11:32:19] [FirmwareManager] 25 firmwares loaded
[11:32:19] [BackupManager] Loading from "C:\Users\Christiaan Schriel\Documents\Visual Productions\Common\Backups"
[11:32:19] [BackupManager] 0 files loaded
[11:32:19] [MidiManager] Loading maps from "C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\Midimaps"
[11:32:19] [MidiManager] 20 maps loaded
[11:32:19] [AudioInManager] PortAudio loaded [version 1899 'PortAudio V19-devel (built May 26 2013 16:03:28)']
[11:32:19] [AudioInManager] Number of devices = 30
[11:32:19] [AudioInManager] Device #0 "Microsoft Sound Mapper - Input" [Inputs:2 Outputs:0]
[11:32:19] [AudioInManager] Device #1 "Microphone (Realtek High Defini" [Inputs:2 Outputs:0]
[11:32:19] [AudioInManager] Device #2 "Microsoft Sound Mapper - Output" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #3 "Speakers (Realtek High Definiti" [Inputs:0 Outputs:8]
[11:32:19] [AudioInManager] Device #4 "Speakers (G560 Gaming Speaker)" [Inputs:0 Outputs:8]
[11:32:19] [AudioInManager] Device #5 "Realtek Digital Output (Realtek" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #6 "2590G5 (NVIDIA High Definition " [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #7 "2590G5 (NVIDIA High Definition " [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #8 "Primary Sound Capture Driver" [Inputs:2 Outputs:0]
[11:32:19] [AudioInManager] Device #9 "Microphone (Realtek High Definition Audio)" [Inputs:2 Outputs:0]
[11:32:19] [AudioInManager] Device #10 "Primary Sound Driver" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #11 "Speakers (Realtek High Definition Audio)" [Inputs:0 Outputs:8]
[11:32:19] [AudioInManager] Device #12 "Speakers (G560 Gaming Speaker)" [Inputs:0 Outputs:8]
[11:32:19] [AudioInManager] Device #13 "Realtek Digital Output (Realtek High Definition Audio)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #14 "2590G5 (NVIDIA High Definition Audio)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #15 "2590G5 (NVIDIA High Definition Audio)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #16 "Speakers (Realtek High Definition Audio)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #17 "Speakers (G560 Gaming Speaker)" [Inputs:0 Outputs:8]
